# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  3 06:03:27 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,st_dist,st_teff,st_mass
2866,Kepler-580,Transit,1,8.22241966,,333.00,4298.00,0.67
2867,Kepler-581,Transit,1,40.60698210,,833.00,5772.00,1.00
2868,Kepler-582,Transit,1,18.49235668,,751.00,5564.00,0.93
2869,Kepler-583,Transit,1,6.51002530,,805.00,5523.00,0.94
2870,Kepler-584,Transit,1,35.18103040,,1445.00,6195.00,1.17
2871,Kepler-585,Transit,1,2.75235975,,604.00,5593.00,0.96
2872,Kepler-586,Transit,1,2.10472218,,707.00,5575.00,0.94
2873,Kepler-587,Transit,1,10.94027841,,852.00,5549.00,0.92
2874,Kepler-588,Transit,1,4.22162536,,972.00,5835.00,1.01
2875,Kepler-589,Transit,1,16.54964934,,643.00,5296.00,0.88
2876,Kepler-59,Transit,2,11.86817070,,,6074.00,1.04
2877,Kepler-59,Transit,2,17.98012350,,,6074.00,1.04
2878,Kepler-590,Transit,1,5.85296257,,986.00,6000.00,1.10
2879,Kepler-591,Transit,1,81.16942990,,793.00,5677.00,0.97
2880,Kepler-592,Transit,1,2.82019241,,1034.00,5913.00,1.04
2881,Kepler-593,Transit,1,21.21708973,,1016.00,5967.00,1.08
2882,Kepler-594,Transit,1,13.64618192,,742.00,5485.00,0.91
2883,Kepler-595,Transit,1,25.30292332,,639.00,5247.00,0.87
2884,Kepler-596,Transit,1,21.30022655,,1083.00,6267.00,1.21
2885,Kepler-597,Transit,1,13.02365861,,660.00,5683.00,0.97
2886,Kepler-598,Transit,1,3.70175428,,686.00,5307.00,0.87
2887,Kepler-599,Transit,1,15.65562652,,627.00,5127.00,0.83
2888,Kepler-6,Transit,1,3.23469960,0.048520,,5647.00,1.21
2889,Kepler-60,Transit,3,7.13340000,,,5905.00,1.04
2890,Kepler-60,Transit,3,8.91870000,,,5905.00,1.04
2891,Kepler-60,Transit,3,11.89810000,,,5905.00,1.04
2892,Kepler-600,Transit,1,23.67517607,,624.00,5279.00,0.84
2893,Kepler-601,Transit,1,5.37886844,,429.00,5160.00,0.85
2894,Kepler-602,Transit,1,15.28469497,,971.00,6062.00,1.08
2895,Kepler-603,Transit,3,21.05358596,,967.00,5808.00,1.01
2896,Kepler-603,Transit,3,127.90757740,,967.00,5808.00,1.01
2897,Kepler-603,Transit,3,6.21712920,,967.00,5808.00,1.01
2898,Kepler-604,Transit,1,25.85501786,,981.00,5890.00,1.02
2899,Kepler-605,Transit,2,3.38353807,,570.00,5462.00,0.91
2900,Kepler-605,Transit,2,2.35895152,,570.00,5462.00,0.91
2901,Kepler-606,Transit,1,24.31575992,,1208.00,6161.00,1.13
2902,Kepler-607,Transit,1,0.63816320,,500.00,5196.00,0.84
2903,Kepler-608,Transit,1,6.41251504,,926.00,5820.00,1.00
2904,Kepler-609,Transit,1,6.52121067,,1143.00,5971.00,1.09
2905,Kepler-61,Transit,1,59.87756000,,,4017.00,0.64
2906,Kepler-610,Transit,2,6.99692655,,1113.00,5943.00,1.10
2907,Kepler-610,Transit,2,151.86392000,,1113.00,5943.00,1.10
2908,Kepler-611,Transit,1,2.43703330,,906.00,5761.00,1.01
2909,Kepler-612,Transit,1,3.72215641,,932.00,5693.00,0.98
2910,Kepler-613,Transit,1,15.77979614,,864.00,5723.00,0.98
2911,Kepler-614,Transit,1,14.03491514,,571.00,5268.00,0.85
2912,Kepler-615,Transit,1,10.35584657,,330.00,4655.00,0.73
2913,Kepler-616,Transit,2,9.99761851,,1019.00,5753.00,0.98
2914,Kepler-616,Transit,2,90.41135560,,1019.00,5753.00,0.98
2915,Kepler-617,Transit,1,1.68269615,,150.00,3712.00,0.51
2916,Kepler-618,Transit,1,3.59576964,,1115.00,5860.00,1.05
2917,Kepler-619,Transit,2,5.40427220,,1111.00,5980.00,1.09
2918,Kepler-619,Transit,2,1.20846503,,1111.00,5980.00,1.09
2919,Kepler-62,Transit,5,5.71493200,0.055300,368.00,4925.00,0.69
2920,Kepler-62,Transit,5,12.44170000,0.092900,368.00,4925.00,0.69
2921,Kepler-62,Transit,5,18.16406000,0.120000,368.00,4925.00,0.69
2922,Kepler-62,Transit,5,122.38740000,0.427000,368.00,4925.00,0.69
2923,Kepler-62,Transit,5,267.29100000,0.718000,368.00,4925.00,0.69
2924,Kepler-620,Transit,1,12.91375431,,1241.00,6155.00,1.15
2925,Kepler-621,Transit,1,2.62811375,,389.00,4521.00,0.72
2926,Kepler-622,Transit,1,14.28226676,,259.00,4201.00,0.64
2927,Kepler-623,Transit,1,9.07097734,,811.00,5443.00,0.90
2928,Kepler-624,Transit,1,14.58649607,,731.00,6117.00,1.10
2929,Kepler-625,Transit,2,7.75192492,,502.00,5789.00,1.04
2930,Kepler-625,Transit,2,4.16536510,,502.00,5789.00,1.04
2931,Kepler-626,Transit,1,14.48585199,,690.00,5813.00,1.01
2932,Kepler-627,Transit,1,40.69944430,,1143.00,6424.00,1.30
2933,Kepler-628,Transit,1,15.45805670,,579.00,5721.00,1.00
2934,Kepler-629,Transit,1,7.23858540,,383.00,5444.00,0.93
2935,Kepler-63,Transit,1,9.43415050,0.080000,200.00,5576.00,0.98
2936,Kepler-630,Transit,1,161.47439370,,657.00,5829.00,1.02
2937,Kepler-631,Transit,1,17.97979059,,843.00,6185.00,1.24
2938,Kepler-632,Transit,1,30.99660733,,349.00,5322.00,0.91
2939,Kepler-633,Transit,1,8.50340718,,634.00,5899.00,1.02
2940,Kepler-634,Transit,1,5.16950177,,757.00,6075.00,1.03
2941,Kepler-635,Transit,1,23.44971004,,826.00,6174.00,1.33
2942,Kepler-636,Transit,1,16.08066115,,341.00,5203.00,0.85
2943,Kepler-637,Transit,1,23.20584623,,1575.00,6096.00,1.64
2944,Kepler-638,Transit,1,6.07972888,,426.00,5382.00,0.88
2945,Kepler-639,Transit,1,10.21420496,,680.00,5896.00,1.14
2946,Kepler-640,Transit,1,22.24813967,,538.00,5653.00,1.01
2947,Kepler-641,Transit,1,9.48961571,,673.00,5713.00,1.02
2948,Kepler-642,Transit,1,4.41745855,,1022.00,6570.00,1.40
2949,Kepler-643,Transit,1,16.33889626,,1029.00,4908.00,1.00
2950,Kepler-644,Transit,1,3.17391710,,1413.00,6747.00,1.49
2951,Kepler-645,Transit,1,3.27582262,,901.00,6170.00,1.13
2952,Kepler-646,Transit,1,15.87364565,,513.00,5634.00,0.93
2953,Kepler-647,Transit,1,16.22546490,,789.00,6020.00,1.03
2954,Kepler-648,Transit,1,17.42117490,,665.00,5741.00,1.05
2955,Kepler-649,Transit,1,29.90722674,,525.00,5871.00,0.97
2956,Kepler-65,Transit,3,2.15491000,0.035000,,6211.00,1.25
2957,Kepler-65,Transit,3,5.85994400,0.068000,,6211.00,1.25
2958,Kepler-65,Transit,3,8.13123000,0.084000,,6211.00,1.25
2959,Kepler-650,Transit,1,3.03214559,,805.00,5849.00,1.08
2960,Kepler-651,Transit,1,21.38521506,,537.00,5522.00,0.92
2961,Kepler-652,Transit,1,4.18200253,,423.00,5490.00,0.97
2962,Kepler-653,Transit,2,14.70748976,,593.00,5665.00,1.02
2963,Kepler-653,Transit,2,0.90037648,,593.00,5665.00,1.02
2964,Kepler-654,Transit,1,13.72465129,,661.00,5865.00,1.04
2965,Kepler-655,Transit,1,46.40633580,,783.00,6170.00,1.15
2966,Kepler-656,Transit,1,1.26025909,,867.00,5281.00,0.86
2967,Kepler-657,Transit,1,24.54350418,,1244.00,5808.00,1.01
2968,Kepler-658,Transit,1,1.28707676,,341.00,4103.00,0.63
2969,Kepler-659,Transit,1,17.67179600,,688.00,4870.00,0.79
2970,Kepler-66,Transit,1,17.81581500,0.135200,1107.00,5962.00,1.04
2971,Kepler-660,Transit,1,9.27358194,,564.00,4779.00,0.75
2972,Kepler-661,Transit,1,6.02930132,,558.00,4483.00,0.70
2973,Kepler-662,Transit,1,21.67697486,,641.00,4897.00,0.79
2974,Kepler-663,Transit,1,4.99678284,,1030.00,5264.00,0.86
2975,Kepler-664,Transit,1,2.52559332,,1386.00,5754.00,1.01
2976,Kepler-665,Transit,1,16.01310205,,651.00,4913.00,0.79
2977,Kepler-666,Transit,1,4.49876092,,1330.00,5887.00,1.03
2978,Kepler-667,Transit,1,41.43962808,,907.00,5327.00,0.91
2979,Kepler-668,Transit,1,8.35390639,,877.00,5352.00,0.87
2980,Kepler-669,Transit,1,4.12554687,,1778.00,6038.00,1.15
2981,Kepler-67,Transit,1,15.72590000,0.117100,1107.00,5331.00,0.86
2982,Kepler-670,Transit,1,2.81650485,,980.00,5709.00,0.99
2983,Kepler-671,Transit,1,4.28095859,,1139.00,5624.00,0.97
2984,Kepler-672,Transit,1,38.37746230,,1011.00,5627.00,0.95
2985,Kepler-673,Transit,1,3.72873109,,978.00,5355.00,0.88
2986,Kepler-674,Transit,1,2.24338185,,302.00,4192.00,0.60
2987,Kepler-675,Transit,1,2.33743801,,651.00,4945.00,0.79
2988,Kepler-676,Transit,1,11.59822172,,243.00,3701.00,0.51
2989,Kepler-677,Transit,1,6.57531678,,1180.00,5723.00,1.00
2990,Kepler-678,Transit,1,7.27503724,,875.00,5520.00,0.94
2991,Kepler-679,Transit,1,12.39358604,,968.00,5403.00,0.87
2992,Kepler-68,Transit,3,5.39875000,,135.00,5793.00,1.08
2993,Kepler-68,Transit,3,9.60504000,,135.00,5793.00,1.08
2994,Kepler-68,Radial Velocity,3,625.00000000,,135.00,5793.00,1.08
2995,Kepler-680,Transit,1,3.68992629,,1342.00,5890.00,1.08
2996,Kepler-681,Transit,1,26.39435646,,666.00,5021.00,0.80
2997,Kepler-682,Transit,1,12.61190667,,951.00,5559.00,0.92
2998,Kepler-683,Transit,1,2.53918318,,976.00,5703.00,0.96
2999,Kepler-684,Transit,1,6.77030201,,1066.00,5493.00,0.89
3000,Kepler-685,Transit,1,1.62552220,,1145.00,5963.00,1.11
3001,Kepler-686,Transit,1,1.59474546,,1203.00,5649.00,0.94
3002,Kepler-687,Transit,1,20.50586978,,628.00,4841.00,0.77
3003,Kepler-688,Transit,1,3.89593684,,1247.00,5715.00,0.98
3004,Kepler-689,Transit,1,22.36656079,,1044.00,5518.00,0.91
3005,Kepler-69,Transit,2,13.72234100,0.094000,,5638.00,0.81
3006,Kepler-69,Transit,2,242.46130000,0.640000,,5638.00,0.81
3007,Kepler-690,Transit,1,7.74809437,,1653.00,5913.00,1.11
3008,Kepler-691,Transit,1,8.11437900,,239.00,3715.00,0.53
3009,Kepler-692,Transit,1,21.81293494,,1000.00,5440.00,0.90
3010,Kepler-693,Transit,1,15.37563332,,1002.00,4881.00,0.76
3011,Kepler-694,Transit,1,6.36584161,,1023.00,5700.00,0.97
3012,Kepler-695,Transit,1,3.04033042,,620.00,5181.00,0.84
3013,Kepler-696,Transit,1,4.19042557,,1285.00,5903.00,1.06
3014,Kepler-697,Transit,1,3.70987065,,1091.00,5513.00,0.92
3015,Kepler-698,Transit,1,16.32976218,,1135.00,5612.00,0.94
3016,Kepler-699,Transit,1,27.80756293,,888.00,5330.00,0.81
3017,Kepler-7,Transit,1,4.88548920,0.060670,,5933.00,1.36
3018,Kepler-700,Transit,1,80.87206390,,1061.00,5692.00,0.98
3019,Kepler-701,Transit,1,10.35533177,,755.00,5343.00,0.88
3020,Kepler-702,Transit,1,10.52629406,,892.00,5419.00,0.90
3021,Kepler-703,Transit,1,4.58352176,,1482.00,6185.00,1.18
3022,Kepler-704,Transit,1,3.76182115,,1054.00,5616.00,0.97
3023,Kepler-705,Transit,1,56.05605380,,251.00,3722.00,0.53
3024,Kepler-706,Transit,1,41.40831347,,810.00,5394.00,0.87
3025,Kepler-707,Transit,1,2.23749275,,626.00,5099.00,0.80
3026,Kepler-708,Transit,1,3.16789194,,1241.00,5692.00,0.97
3027,Kepler-709,Transit,1,16.08524954,,668.00,5071.00,0.80
3028,Kepler-710,Transit,1,4.34728553,,919.00,5611.00,0.94
3029,Kepler-711,Transit,1,23.58914398,,664.00,5222.00,0.84
3030,Kepler-712,Transit,2,21.02247699,,944.00,5148.00,0.84
3031,Kepler-712,Transit,2,226.89047000,,944.00,5148.00,0.84
3032,Kepler-713,Transit,1,7.41114100,,1003.00,5785.00,0.98
3033,Kepler-714,Transit,1,8.09888799,,1460.00,5995.00,1.09
3034,Kepler-715,Transit,1,10.00652995,,1214.00,5871.00,1.04
3035,Kepler-716,Transit,1,10.37168453,,675.00,5099.00,0.83
3036,Kepler-717,Transit,1,4.40840023,,1126.00,5485.00,0.88
3037,Kepler-718,Transit,1,2.05234990,,1520.00,6191.00,1.18
3038,Kepler-719,Transit,1,5.00731778,,1427.00,5777.00,0.99
3039,Kepler-720,Transit,1,4.70832654,,880.00,5618.00,0.95
3040,Kepler-721,Transit,1,5.39202539,,848.00,5075.00,0.82
3041,Kepler-722,Transit,2,4.09357325,,1375.00,5863.00,1.03
3042,Kepler-722,Transit,2,105.14474900,,1375.00,5863.00,1.03
3043,Kepler-723,Transit,1,4.08227507,,965.00,5539.00,0.92
3044,Kepler-724,Transit,1,3.31494634,,862.00,5437.00,0.90
3045,Kepler-725,Transit,1,39.64317811,,778.00,5363.00,0.88
3046,Kepler-726,Transit,1,21.80451088,,838.00,5452.00,0.88
3047,Kepler-727,Transit,1,5.15448442,,892.00,5441.00,0.89
3048,Kepler-728,Transit,1,5.74347727,,1236.00,5660.00,0.95
3049,Kepler-729,Transit,1,3.16635371,,1271.00,5633.00,0.94
3050,Kepler-730,Transit,1,6.49168426,,1455.00,5726.00,1.00
3051,Kepler-731,Transit,1,3.85560355,,1311.00,5849.00,1.03
3052,Kepler-732,Transit,2,9.46781405,,150.00,3631.00,0.49
3053,Kepler-732,Transit,2,0.89304124,,150.00,3631.00,0.49
3054,Kepler-733,Transit,1,20.83424726,,980.00,5418.00,0.90
3055,Kepler-734,Transit,1,6.10485286,,553.00,5326.00,0.85
3056,Kepler-735,Transit,1,11.51516988,,790.00,5107.00,0.85
3057,Kepler-736,Transit,1,3.60147201,,1007.00,5217.00,0.86
3058,Kepler-737,Transit,1,28.59915399,,195.00,3813.00,0.51
3059,Kepler-738,Transit,1,24.58721573,,992.00,5327.00,0.86
3060,Kepler-739,Transit,1,12.53248465,,1128.00,5601.00,0.93
3061,Kepler-74,Transit,1,7.34071100,0.078100,1330.00,6000.00,1.18
3062,Kepler-740,Transit,1,3.58410122,,1262.00,5438.00,0.91
3063,Kepler-741,Transit,1,7.03902374,,1530.00,6129.00,1.16
3064,Kepler-742,Transit,1,8.36086824,,499.00,4642.00,0.76
3065,Kepler-743,Transit,1,3.17926292,,258.00,5486.00,0.94
3066,Kepler-744,Transit,1,12.06222443,,486.00,5594.00,0.94
3067,Kepler-745,Transit,1,9.93143556,,1199.00,5849.00,1.04
3068,Kepler-746,Transit,1,3.48159251,,450.00,5418.00,0.91
3069,Kepler-747,Transit,1,35.61760587,,855.00,5096.00,0.82
3070,Kepler-748,Transit,1,7.40742793,,1271.00,5934.00,1.07
3071,Kepler-749,Transit,1,17.31716585,,753.00,5009.00,0.79
3072,Kepler-75,Transit,1,8.88491160,0.081800,1140.00,5200.00,0.91
3073,Kepler-750,Transit,2,9.42887179,,1181.00,6160.00,1.15
3074,Kepler-750,Transit,2,4.08899022,,1181.00,6160.00,1.15
3075,Kepler-751,Transit,1,17.44490636,,748.00,5387.00,0.87
3076,Kepler-752,Transit,1,18.82747265,,1075.00,5373.00,0.87
3077,Kepler-753,Transit,1,5.74772501,,278.00,4346.00,0.68
3078,Kepler-754,Transit,1,14.55962370,,1192.00,5935.00,1.06
3079,Kepler-755,Transit,2,1.26909037,,368.00,5043.00,0.82
3080,Kepler-755,Transit,2,2.85313364,,368.00,5043.00,0.82
3081,Kepler-756,Transit,1,1.22486632,,852.00,5282.00,0.82
3082,Kepler-757,Transit,1,1.02267882,,1016.00,6014.00,1.08
3083,Kepler-758,Transit,4,12.10971040,,1353.00,6228.00,1.16
3084,Kepler-758,Transit,4,4.75793986,,1353.00,6228.00,1.16
3085,Kepler-758,Transit,4,20.49661970,,1353.00,6228.00,1.16
3086,Kepler-758,Transit,4,8.19347190,,1353.00,6228.00,1.16
3087,Kepler-759,Transit,1,41.80598500,,892.00,5860.00,1.04
3088,Kepler-76,Orbital Brightness Modulation,1,1.54492980,0.027400,,6409.00,1.20
3089,Kepler-760,Transit,2,8.70419416,,782.00,5322.00,0.89
3090,Kepler-760,Transit,2,2.46697439,,782.00,5322.00,0.89
3091,Kepler-761,Transit,1,10.12804789,,867.00,5706.00,0.95
3092,Kepler-762,Transit,1,3.77055210,,1465.00,5944.00,1.06
3093,Kepler-763,Transit,1,1.19655156,,902.00,5166.00,0.84
3094,Kepler-764,Transit,1,7.33683936,,1013.00,5557.00,0.92
3095,Kepler-765,Transit,1,27.66552260,,1000.00,5901.00,1.05
3096,Kepler-766,Transit,1,6.10027804,,1614.00,5992.00,1.10
3097,Kepler-767,Transit,1,161.52801010,,1185.00,5694.00,0.96
3098,Kepler-768,Transit,1,11.39100250,,795.00,5108.00,0.82
3099,Kepler-769,Transit,2,7.42608998,,1362.00,6186.00,1.19
3100,Kepler-769,Transit,2,15.98701740,,1362.00,6186.00,1.19
3101,Kepler-77,Transit,1,3.57878087,0.045010,570.00,5520.00,0.95
3102,Kepler-770,Transit,3,18.92540274,,761.00,5598.00,0.94
3103,Kepler-770,Transit,3,1.47532231,,761.00,5598.00,0.94
3104,Kepler-770,Transit,3,4.15244722,,761.00,5598.00,0.94
3105,Kepler-771,Transit,1,8.73485836,,1000.00,5906.00,1.03
3106,Kepler-772,Transit,1,12.99207337,,689.00,5714.00,0.98
3107,Kepler-773,Transit,1,3.74910006,,528.00,5850.00,1.04
3108,Kepler-774,Transit,1,11.08957230,,1190.00,6403.00,1.57
3109,Kepler-775,Transit,1,0.97486893,,400.00,5468.00,0.92
3110,Kepler-776,Transit,1,4.89718784,,727.00,5071.00,0.83
3111,Kepler-777,Transit,1,5.72812599,,383.00,4043.00,0.58
3112,Kepler-778,Transit,1,3.75574426,,899.00,5102.00,0.81
3113,Kepler-779,Transit,1,7.09714223,,224.00,3804.00,0.46
3114,Kepler-78,Transit,1,0.35500000,,,5058.00,0.76
3115,Kepler-780,Transit,1,0.67737516,,520.00,5769.00,1.01
3116,Kepler-781,Transit,1,13.21407320,,1036.00,5162.00,0.81
3117,Kepler-782,Transit,1,158.68533080,,412.00,5867.00,0.98
3118,Kepler-783,Transit,1,4.29264638,,544.00,5521.00,0.93
3119,Kepler-784,Transit,1,31.59226460,,604.00,5674.00,1.00
3120,Kepler-785,Transit,1,1.97376093,,666.00,4739.00,0.77
3121,Kepler-786,Transit,1,53.52934870,,512.00,4838.00,0.81
3122,Kepler-787,Transit,1,0.92831050,,468.00,4248.00,0.65
3123,Kepler-788,Transit,1,8.39846269,,1649.00,6159.00,1.16
3124,Kepler-789,Transit,1,8.63847725,,915.00,5870.00,1.01
3125,Kepler-79,Transit,4,13.48450000,0.117000,,6174.00,1.17
3126,Kepler-79,Transit,4,27.40290000,0.187000,,6174.00,1.17
3127,Kepler-79,Transit,4,52.09020000,0.287000,,6174.00,1.17
3128,Kepler-79,Transit,4,81.06590000,0.386000,,6174.00,1.17
3129,Kepler-790,Transit,1,13.73469807,,727.00,5208.00,0.84
3130,Kepler-791,Transit,1,14.55397590,,1447.00,6383.00,1.30
3131,Kepler-792,Transit,1,11.30119217,,1205.00,5971.00,1.09
3132,Kepler-793,Transit,1,4.24153639,,794.00,5745.00,0.98
3133,Kepler-794,Transit,1,11.13125132,,763.00,5839.00,1.19
3134,Kepler-795,Transit,1,29.61934210,,458.00,5631.00,0.94
3135,Kepler-796,Transit,1,6.40087618,,377.00,5475.00,0.93
3136,Kepler-797,Transit,1,27.07237711,,752.00,5680.00,0.96
3137,Kepler-798,Transit,1,13.71933369,,1085.00,6224.00,1.19
3138,Kepler-799,Transit,1,133.46052350,,1029.00,5681.00,0.95
3139,Kepler-8,Transit,1,3.52249910,0.047400,1330.00,6213.00,1.21
3140,Kepler-80,Transit,6,7.05246000,0.064800,357.00,4540.00,0.73
3141,Kepler-80,Transit,6,9.52355000,0.079200,357.00,4540.00,0.73
3142,Kepler-80,Transit,6,3.07222000,0.037200,357.00,4540.00,0.73
3143,Kepler-80,Transit,6,4.64489000,0.049100,357.00,4540.00,0.73
3144,Kepler-80,Transit,6,0.98678730,0.017500,357.00,4540.00,0.73
3145,Kepler-80,Transit,6,14.64558000,,357.00,4540.00,0.73
3146,Kepler-800,Transit,1,14.13176026,,1049.00,5315.00,0.85
3147,Kepler-801,Transit,1,11.41928253,,419.00,4435.00,0.67
3148,Kepler-802,Transit,1,40.05874730,,828.00,5507.00,0.93
3149,Kepler-803,Transit,1,50.28638192,,615.00,5919.00,1.05
3150,Kepler-804,Transit,2,14.37457351,,648.00,5817.00,1.01
3151,Kepler-804,Transit,2,9.65185017,,648.00,5817.00,1.01
3152,Kepler-805,Transit,1,30.86389310,,657.00,6112.00,1.19
3153,Kepler-806,Transit,1,8.09219642,,260.00,5770.00,0.99
3154,Kepler-807,Transit,1,117.93108781,,1312.00,5965.00,1.04
3155,Kepler-808,Transit,1,0.63133235,,321.00,4653.00,0.76
3156,Kepler-809,Transit,1,55.63934000,,933.00,5734.00,0.99
3157,Kepler-81,Transit,3,5.95500000,,,4500.00,0.64
3158,Kepler-81,Transit,3,12.04000000,,,4500.00,0.64
3159,Kepler-81,Transit,3,20.83784600,0.128000,,4500.00,0.64
3160,Kepler-810,Transit,1,4.59725385,,1554.00,5803.00,1.03
3161,Kepler-811,Transit,1,23.58447697,,847.00,5747.00,1.01
3162,Kepler-812,Transit,1,10.11716531,,1482.00,6761.00,1.45
3163,Kepler-813,Transit,1,19.12947337,,840.00,5743.00,0.95
3164,Kepler-814,Transit,1,6.14698510,,1327.00,6162.00,1.15
3165,Kepler-815,Transit,1,8.57503552,,1199.00,5028.00,1.25
3166,Kepler-816,Transit,1,10.50682565,,1059.00,5286.00,0.90
3167,Kepler-817,Transit,1,3.99010623,,1401.00,5861.00,1.03
3168,Kepler-818,Transit,1,10.03538581,,967.00,5638.00,0.94
3169,Kepler-819,Transit,1,33.19956480,,722.00,5279.00,0.86
3170,Kepler-82,Transit,4,26.44400000,,,5428.00,0.85
3171,Kepler-82,Transit,4,51.53800000,,,5428.00,0.85
3172,Kepler-82,Transit,4,2.38296100,0.034000,,5428.00,0.85
3173,Kepler-82,Transit,4,5.90220600,0.063000,,5428.00,0.85
3174,Kepler-820,Transit,1,127.83380980,,989.00,6260.00,1.23
3175,Kepler-821,Transit,1,1.92279873,,619.00,5191.00,0.84
3176,Kepler-822,Transit,1,3.22296927,,956.00,5928.00,1.06
3177,Kepler-823,Transit,1,4.16809082,,896.00,5643.00,0.98
3178,Kepler-824,Transit,1,4.51436633,,1352.00,6035.00,1.15
3179,Kepler-825,Transit,2,3.77360059,,820.00,5976.00,1.03
3180,Kepler-825,Transit,2,8.18182460,,820.00,5976.00,1.03
3181,Kepler-826,Transit,1,4.48758907,,649.00,6079.00,1.05
3182,Kepler-827,Transit,1,51.92927591,,1352.00,5602.00,0.93
3183,Kepler-828,Transit,1,0.56785714,,625.00,5039.00,0.81
3184,Kepler-829,Transit,1,6.88337562,,954.00,5698.00,0.98
3185,Kepler-83,Transit,3,9.77000000,,,4648.00,0.66
3186,Kepler-83,Transit,3,20.09000000,,,4648.00,0.66
3187,Kepler-83,Transit,3,5.16979600,0.051000,,4648.00,0.66
3188,Kepler-830,Transit,1,11.29695137,,1122.00,6037.00,1.07
3189,Kepler-831,Transit,1,5.62153941,,577.00,5732.00,0.99
3190,Kepler-832,Transit,1,7.13969410,,1346.00,5596.00,0.92
3191,Kepler-833,Transit,1,18.75469980,,421.00,4339.00,0.64
3192,Kepler-834,Transit,1,13.32388301,,620.00,4554.00,0.70
3193,Kepler-835,Transit,1,11.41909375,,2011.00,5954.00,1.08
3194,Kepler-836,Transit,1,11.36112327,,1003.00,5895.00,1.03
3195,Kepler-837,Transit,1,16.56059504,,846.00,5403.00,0.85
3196,Kepler-838,Transit,1,15.74957994,,1210.00,5770.00,0.98
3197,Kepler-839,Transit,1,37.81445140,,833.00,6058.00,1.22
3198,Kepler-84,Transit,5,8.72600000,,,6031.00,1.00
3199,Kepler-84,Transit,5,12.88300000,,,6031.00,1.00
3200,Kepler-84,Transit,5,4.22453700,0.052000,,6031.00,1.00
3201,Kepler-84,Transit,5,27.43438900,0.181000,,6031.00,1.00
3202,Kepler-84,Transit,5,44.55216900,0.250000,,6031.00,1.00
3203,Kepler-840,Transit,1,2.49577962,,778.00,5920.00,1.04
3204,Kepler-841,Transit,1,124.41983980,,1052.00,5324.00,0.85
3205,Kepler-842,Transit,1,1.21956827,,552.00,4848.00,0.78
3206,Kepler-843,Transit,1,2.05387982,,1247.00,5830.00,1.02
3207,Kepler-844,Transit,1,2.61302086,,394.00,4128.00,0.59
3208,Kepler-845,Transit,1,0.92785982,,471.00,4913.00,0.79
3209,Kepler-846,Transit,1,19.80792185,,1233.00,5579.00,0.94
3210,Kepler-847,Transit,1,2.34323190,,529.00,4940.00,0.83
3211,Kepler-848,Transit,1,6.91134416,,797.00,5695.00,1.01
3212,Kepler-849,Transit,1,394.62449040,,747.00,6059.00,1.23
3213,Kepler-85,Transit,4,8.30600000,,,5436.00,0.92
3214,Kepler-85,Transit,4,12.51300000,,,5436.00,0.92
3215,Kepler-85,Transit,4,17.91323000,0.130000,,5436.00,0.92
3216,Kepler-85,Transit,4,25.21675100,0.163000,,5436.00,0.92
3217,Kepler-850,Transit,1,7.19303878,,1535.00,5932.00,1.06
3218,Kepler-851,Transit,1,8.50699658,,869.00,5455.00,0.89
3219,Kepler-852,Transit,1,44.93098040,,854.00,6100.00,1.19
3220,Kepler-853,Transit,1,7.16892463,,610.00,6350.00,1.30
3221,Kepler-854,Transit,1,2.14463285,,741.00,6179.00,1.17
3222,Kepler-855,Transit,1,7.88663110,,1043.00,5835.00,1.03
3223,Kepler-856,Transit,1,8.02768059,,1175.00,5535.00,0.96
3224,Kepler-857,Transit,1,85.35129427,,1039.00,5773.00,0.99
3225,Kepler-858,Transit,1,76.13602028,,296.00,5653.00,0.96
3226,Kepler-859,Transit,1,20.38177573,,915.00,5020.00,0.81
3227,Kepler-860,Transit,1,5.10137945,,1295.00,5836.00,1.04
3228,Kepler-861,Transit,1,3.94963138,,806.00,5047.00,0.82
3229,Kepler-862,Transit,1,3.14866453,,806.00,5333.00,0.88
3230,Kepler-863,Transit,1,15.59461874,,1145.00,5678.00,0.96
3231,Kepler-864,Transit,1,5.83376092,,1573.00,5754.00,1.00
3232,Kepler-865,Transit,1,14.16399294,,664.00,5570.00,0.93
3233,Kepler-866,Transit,1,2.61703254,,690.00,4751.00,0.75
3234,Kepler-867,Transit,1,150.24212700,,824.00,5541.00,0.92
3235,Kepler-868,Transit,1,5.03251791,,1269.00,5614.00,0.93
3236,Kepler-869,Transit,1,40.42877550,,957.00,5664.00,0.97
3237,Kepler-87,Transit,2,114.73635000,0.481000,,5600.00,1.10
3238,Kepler-87,Transit,2,191.23180000,0.676000,,5600.00,1.10
3239,Kepler-870,Transit,1,21.35876210,,1231.00,5857.00,1.01
3240,Kepler-871,Transit,1,22.04590180,,1695.00,5993.00,1.11
